epoch,time,auc,aupr,accuracy,precision,recall,f1,mcc
1,1.597081399995659,0.8030132356252527,0.7926828149963223,0.6533659066232356,0.833530106257379,0.38327904451682954,0.5251022685013016,0.36448283024896355
2,1.9520161999971606,0.8080034153029623,0.7938671432740835,0.6438653637350705,0.5880398671096345,0.9609120521172638,0.72959604286892,0.37210257339598163
3,2.304578199997195,0.8001540835682311,0.7901948356099686,0.6099348534201955,0.8715596330275229,0.25787187839305103,0.397989107666527,0.30964289143168533
4,2.651771099997859,0.8029059547935079,0.7939625869721999,0.7090119435396308,0.753957783641161,0.6205211726384365,0.680762358546754,0.424728579929081
5,3.0278997999994317,0.8061575365963211,0.796467272262967,0.6824104234527687,0.6232575201760822,0.9223669923995657,0.7438704028021016,0.4158374440466452
6,3.366518399998313,0.8053798979299515,0.796114911843508,0.7041259500542888,0.6514907332796133,0.8778501628664495,0.7479185938945421,0.4353762337743713
7,3.712056299998949,0.8024663686381582,0.7936162152932095,0.7187839305103149,0.7236403995560489,0.7079261672095548,0.7156970362239298,0.43767106816997287
8,4.06888269999763,0.7999631001095209,0.7916361378231008,0.6935396308360477,0.7715156130997716,0.5499457111834962,0.6421553090332806,0.40410236283129397
9,4.413807500000985,0.8003942865294179,0.7926247838525697,0.6913680781758957,0.7764705882352941,0.5374592833876222,0.6352261790182868,0.40226812813385315
10,4.7623889000024064,0.8042332603587895,0.7971609630510492,0.7147122692725298,0.7498420720151611,0.6444082519001085,0.6931386861313868,0.43373353304836404
11,5.112685200001579,0.8088475150340528,0.8017619315450737,0.7277415852334419,0.7033446437227339,0.7877307274701412,0.7431498079385404,0.4587972851923885
12,5.460403400000359,0.8102355344766404,0.8036487027995329,0.7296416938110749,0.7006641366223909,0.8018458197611292,0.7478481012658228,0.46414850205245894
13,5.805473699998402,0.8098568095623768,0.8040243428198501,0.7280130293159609,0.7267818574514039,0.7307274701411509,0.7287493232268544,0.4560327789528439
14,6.15467820000049,0.8099870791437811,0.8042011669033133,0.7220412595005429,0.7440334128878282,0.6769815418023887,0.7089255258669699,0.4458968889775348
15,6.501135099999374,0.8119448069593429,0.805903542254914,0.7236699239956569,0.7354285714285714,0.6986970684039088,0.7165924276169265,0.44789885526444523
16,6.848789499999839,0.8147310139453292,0.8082391544533043,0.7366992399565689,0.7190954773869347,0.7768729641693811,0.7468684759916493,0.47493398072419013
17,7.190128000002005,0.8163696991774743,0.8095536380158355,0.7236699239956569,0.6859205776173285,0.8251900108577633,0.7491375061606703,0.45685597149164325
18,7.5300990999967325,0.8168663151156333,0.8097127533821087,0.7231270358306189,0.6838103756708408,0.8300760043431054,0.7498773908778813,0.4568268661509914
19,7.876924500000314,0.8167764232099132,0.8094087554819078,0.7361563517915309,0.7107558139534884,0.7964169381107492,0.7511520737327189,0.4757807853705537
20,8.225012499999139,0.8166274384284654,0.8089424486648682,0.7364277958740499,0.7315257841573631,0.747014115092291,0.7391888262154177,0.4729616133935508
21,8.578449799999362,0.8170646667633372,0.8091947198801284,0.7372421281216069,0.7309725158562368,0.750814332247557,0.7407605784681307,0.47465915738572223
22,8.92501369999809,0.8179765538331678,0.8099392419472904,0.737785016286645,0.718562874251497,0.7817589576547231,0.748829953198128,0.47741999809032
23,9.276890100001765,0.8186299648331076,0.8102770534842811,0.7347991313789359,0.7078327727054301,0.7996742671009772,0.7509559010960999,0.47360175840553237
24,9.618579699999827,0.8190584987049669,0.8106072686883635,0.738599348534202,0.7216338880484114,0.7768729641693811,0.7482352941176471,0.4786029389648963
25,9.961008699996455,0.8193387846142783,0.8109603110562279,0.7372421281216069,0.7401098901098901,0.7312703583061889,0.7356635718186784,0.4745181020123323
26,10.309857200001716,0.819587829402257,0.8111622651554714,0.7369706840390879,0.7545189504373178,0.7024972855591748,0.7275794208602755,0.47507187847995885
27,10.651538999998593,0.8199780486913508,0.8116498871186603,0.739685124864278,0.7467859139183901,0.7252985884907709,0.7358854310107409,0.47956880587379475
28,11.007688500001677,0.8203874252718273,0.8120911774685302,0.738870792616721,0.7298850574712644,0.758414766558089,0.7438764643237487,0.4781069669392337
29,11.358310800002073,0.820670363729176,0.8123260306730211,0.7350705754614549,0.7204684317718941,0.7681867535287731,0.743562795585917,0.47117574600298073
30,11.697617799996806,0.820983511761398,0.8128215259003999,0.73914223669924,0.737979470556456,0.741585233441911,0.7397779582994856,0.47829018252713645
31,12.04822250000143,0.8212738184077403,0.8133064369459907,0.740499457111835,0.7511337868480725,0.7193268186753529,0.7348863006100943,0.48143074002934244
32,12.394519800000126,0.8217579084246104,0.8139806030505944,0.738599348534202,0.7395095367847412,0.7366992399565689,0.7381017133532771,0.47720214287410995
33,12.736163800000213,0.8222459772635372,0.814728511524841,0.740499457111835,0.7223895582329317,0.7812160694896851,0.7506520605112155,0.4826017312055782
34,13.082381599997461,0.8227590979450415,0.8154457172025812,0.740499457111835,0.7215,0.7833876221498371,0.7511712649661635,0.482778232579651
35,13.425075699997251,0.8231519697821728,0.815992488594659,0.739685124864278,0.7374932759548144,0.744299674267101,0.7408808430154012,0.47939066651649004
36,13.77290340000036,0.8236143973234024,0.8165903192954871,0.74185667752443,0.746541228555617,0.7323561346362649,0.7393806522334886,0.48380069894039035
37,14.122077499996522,0.8244303505725378,0.8174405169240162,0.740228013029316,0.7313120752744381,0.759500542888165,0.7451398135818909,0.4808133362102917
38,14.467926999997871,0.825465286398559,0.8188222172998205,0.74457111834962,0.7231302625061912,0.7926167209554832,0.7562807562807563,0.49141624896969505
39,14.819498400000157,0.8265330843474908,0.8200648897839387,0.744842562432139,0.7322348094747683,0.7719869706840391,0.7515856236786469,0.4904083424080147
40,15.16026669999701,0.8279215458814182,0.8213179772302514,0.74457111834962,0.7449700924415443,0.743756786102063,0.7443629448519424,0.4891428854371706
41,15.503638399997726,0.8299706392404989,0.8231890970351669,0.749728555917481,0.7436440677966102,0.762214983713355,0.7528150134048257,0.4996129263130269
42,15.857085899995582,0.8324098045248933,0.8253965588448292,0.751628664495114,0.7335012594458439,0.7904451682953312,0.7609093284557095,0.5047807553334706
43,16.20953929999814,0.8353065343457815,0.8281547572629946,0.757057546145494,0.7501320655044902,0.7709011943539631,0.7603748326639893,0.514312262473707
44,16.557068599999184,0.8386110197455676,0.8311087264330534,0.75814332247557,0.75633423180593,0.761672095548317,0.7589937787395186,0.5162995032812899
45,16.911234599996533,0.8426810599817741,0.8343007926853211,0.7646579804560261,0.750128270908158,0.7937024972855592,0.7713004484304933,0.5302112722676844
46,17.254831099999137,0.8450278281761906,0.8350931374451223,0.7679153094462541,0.7593273778244877,0.7844733984799132,0.7716955941255007,0.5361246784782504
47,17.60029399999621,0.8470375754060463,0.8352692214725389,0.7687296416938111,0.7621822033898306,0.7812160694896851,0.7715817694369973,0.537626953315105
48,17.947083200000634,0.8442689047098643,0.8305219064241496,0.7641150922909881,0.7411998016856718,0.8116178067318133,0.7748121274941695,0.5306303560231395
49,18.294144599996798,0.8221914526649854,0.8106248581520827,0.737785016286645,0.7520138089758343,0.7095548317046688,0.7301675977653631,0.47632985438415126
50,18.627469200000633,0.8211767056768065,0.8120709425789998,0.740499457111835,0.7458379578246392,0.7296416938110749,0.7376509330406147,0.4811123652588039
51,18.972775800000818,0.8197684973963768,0.8068302098705529,0.7168838219326819,0.6672247802427794,0.8653637350705755,0.7534861734814464,0.4542592925702861
52,19.316910599998664,0.8410923310710047,0.8324506304826763,0.7627578718783931,0.7547368421052632,0.7785016286644951,0.7664350614644575,0.5257764524773838
53,19.661015400000906,0.8288461062363173,0.8267331571179195,0.743213897937025,0.7406015037593985,0.748642779587405,0.7446004319654428,0.48645647114494606
54,20.005170999997063,0.8269654496776271,0.8266629770000222,0.742128121606949,0.7431842966194111,0.739956568946797,0.7415669205658324,0.4842608104356574
55,20.347737700001744,0.8292274836986187,0.8281437280857211,0.73914223669924,0.7302665969681129,0.758414766558089,0.744074567243675,0.47864016858900227
56,20.686721899997792,0.8327229525571151,0.829056872717092,0.746742671009772,0.7285067873303167,0.7866449511400652,0.7564604541895067,0.49506433500248714
57,21.03437760000088,0.8339840917852355,0.8275451469716844,0.750542888165038,0.736788096459723,0.7795874049945711,0.757583750989185,0.5019333377467412
58,21.377747899998212,0.8325481791141904,0.8249455564779429,0.748099891422367,0.7494541484716157,0.745385450597177,0.7474142623843223,0.49620709519392775
59,21.722507099999348,0.8305705571883462,0.8230981187309852,0.742671009771987,0.7542662116040956,0.7198697068403909,0.7366666666666667,0.48584746608926527
60,22.062858099998266,0.8308128232424512,0.823375552038119,0.744842562432139,0.7519553072625699,0.7307274701411509,0.7411894273127754,0.4898803672148038
61,22.408276100002695,0.8330044173766654,0.8252563415061476,0.751085776330076,0.7495952509444145,0.754071661237785,0.7518267929634641,0.5021805071293289
62,22.751476400000683,0.8355479162172071,0.8277192718466417,0.751357220412595,0.7470651013874067,0.760043431053203,0.7534983853606028,0.5027903178662478
63,23.094747499999357,0.8377412787167796,0.8302783886608821,0.752985884907709,0.746822033898305,0.7654723127035831,0.7560321715817694,0.5061296166562403
64,23.447687699997914,0.8401545079759172,0.8335505447199061,0.75542888165038,0.7449245184799583,0.7768729641693811,0.7605633802816901,0.5113282469854558
65,23.783357499996782,0.8436258091745152,0.837993993788343,0.759500542888165,0.7416582406471183,0.7964169381107492,0.7680628272251309,0.5204215061190659
66,24.12046890000056,0.8459375047893227,0.8396325922623078,0.761129207383279,0.7476828012358393,0.7882736156351792,0.7674418604651163,0.5230297399074392
67,24.461034399995697,0.8450858895054589,0.8380828581924985,0.759771986970684,0.7599130907115698,0.759500542888165,0.759706760792832,0.5195440505033488
68,24.813660699997854,0.849584316249745,0.8414894097442385,0.7684581976112921,0.7576862949452841,0.7893593919652552,0.7731986173889923,0.5373861254439871
69,25.159861300002376,0.8512398009527953,0.8423407648518645,0.7654723127035831,0.7462235649546828,0.8045602605863192,0.774294670846395,0.532574526297373
70,25.51035949999641,0.8504820563967079,0.8416230143343923,0.7687296416938111,0.7538461538461538,0.7980456026058632,0.7753164556962026,0.5383854845715459
71,25.84875209999882,0.8476000629538067,0.839731811229699,0.7646579804560261,0.7478393492628368,0.7985884907709012,0.7723812024153321,0.5305389678670831
72,26.18449469999905,0.8520623855720248,0.8414236933923469,0.7730727470141151,0.7598140495867769,0.7985884907709012,0.7787188988883007,0.5468580255390335
73,26.530946400001994,0.8514502364304484,0.8386156077991666,0.7692725298588491,0.7467661691542289,0.8148751357220413,0.7793354101765316,0.5407990457522031
74,26.87706199999957,0.8510275971097838,0.8387552282206249,0.7695439739413681,0.7552699228791774,0.7975027144408252,0.7758119883813045,0.5399327300538006
75,27.221295700001065,0.8522625055850872,0.8396895820107115,0.7692725298588491,0.7567287784679089,0.7937024972855592,0.7747747747747747,0.5391890454730882
76,27.573398699998506,0.8518640339243211,0.8382627430793874,0.7714440825190011,0.7522704339051464,0.8094462540716613,0.7798117154811716,0.5444630316541333
77,27.914446999995562,0.8521979602495046,0.8387444482165779,0.7700868621064061,0.7442317133038783,0.8230184581976113,0.7816447538025264,0.5432262734235661
