Metric,Value,Best_Epoch
Final AUC,0.5849046525292453,1
Final AUPR,0.5735042923564215,1
Final Accuracy,0.49870801033591733,1
Final Precision,0.49870801033591733,1
Final Recall,1.0,1
Final F1,0.6655172413793103,1
Final MCC,0.0,1
