Metric,Value,Best_Epoch
Final AUC,0.6713316596335667,1
Final AUPR,0.6400708976979391,1
Final Accuracy,0.5012919896640827,1
Final Precision,0.5012919896640827,1
Final Recall,1.0,1
Final F1,0.6678141135972461,1
Final MCC,0.0,1
