Metric,Value,Best_Epoch
Final AUC,0.5998477645424924,1
Final AUPR,0.6056284778031854,1
Final Accuracy,0.5012919896640827,1
Final Precision,0.5012919896640827,1
Final Recall,1.0,1
Final F1,0.6678141135972461,1
Final MCC,0.0,1
