Metric,Value,Best_Epoch
Final AUC,0.5356952085892848,147
Final AUPR,0.5274882055465749,147
Final Accuracy,0.49870801033591733,147
Final Precision,0.49870801033591733,147
Final Recall,1.0,147
Final F1,0.6655172413793103,147
Final MCC,0.0,147
