Fold,Best_Epoch,AUC,AUPR,Accuracy,Precision,Recall,F1-score,Mcc
Fold 0,252.0,0.904953603987546,0.9043140967896851,0.8205754614549403,0.7856797290759555,0.8816503800217155,0.8309030442568431,0.6459882957278098
Fold 1,272.0,0.9085086078131097,0.8986808648660267,0.8401194353963084,0.8188295165394402,0.8735070575461455,0.8452850013133701,0.6817605312845246
Fold 2,202.0,0.9088764721528745,0.9038057673039595,0.8330165625848494,0.8203655352480418,0.8528773072747015,0.8363055629491616,0.6665534529380351
Fold 3,227.0,0.8999502229645526,0.8917907100521333,0.8148248710290524,0.7796528447444552,0.8778501628664495,0.8258426966292135,0.6346944862552646
Fold 4,213.0,0.9024865516486872,0.9009542588123806,0.827043171327722,0.8053725291434364,0.8626492942453855,0.8330275229357799,0.6557410151639993
Fold 5,234.0,0.9061413891921317,0.9025293031456415,0.8218843334238393,0.781042654028436,0.8946796959826275,0.8340080971659919,0.6506827261104422
Fold 6,196.0,0.8966934837496261,0.8902451315582611,0.8161824599511268,0.7852941176470588,0.8701792504073873,0.8255604225715022,0.6361005093504487
Fold 7,241.0,0.897213960453207,0.894852993708273,0.8194406733641053,0.8107822410147991,0.8332428028245519,0.8218590945620144,0.6391291858451005
Fold 8,262.0,0.9139388084533674,0.9143622077669483,0.8330165625848494,0.8092835519677094,0.8712656165127648,0.8391315720638243,0.6680009720877927
Fold 9,268.0,0.9055631145090033,0.8966545314345449,0.8332880803692642,0.8109477952356817,0.8690928843020098,0.8390141583639223,0.6683016774707392
Mean,236.7,0.9044326214924107,0.8998189865437853,0.8259391611486058,0.8007250514645016,0.8686994451983739,0.8330937172811623,0.6546952852234157
Std,27.166359916468586,0.005447535554807325,0.007057875698260665,0.008580642044043418,0.016020573229929478,0.016675319854979616,0.007239051271661946,0.016043087281247346
