Metric,Baseline,Improved,Delta,Pass_0.01
AUC,0.8887003489313677,0.9044326214924107,0.015732272561042926,True
AUPR,0.8834573110640612,0.8998189865437853,0.016361675479724114,True
Accuracy,0.8097862261769677,0.8259391611486058,0.016152934971638055,True
Precision,0.8115014712960373,0.8007250514645016,-0.010776419831535766,False
Recall,0.8072348031123623,0.8686994451983739,0.061464642086011656,True
F1-score,0.809277932255981,0.8330937172811623,0.023815785025181335,True
Mcc,0.6197052580368327,0.6546952852234157,0.03499002718658295,True
