Metric,Baseline,Improved,Delta,Pass_0.01
AUC,0.9521281135894328,0.9686858818322944,0.016557768242861592,True
AUPR,0.9510014728454216,0.973398129993339,0.022396657147917387,True
Accuracy,0.8836044503353817,0.9330086623555716,0.04940421202018985,True
Precision,0.870085185342966,0.9543670111063433,0.08428182576337728,True
Recall,0.902721542652636,0.9099994658404998,0.0072779231878637995,False
F1-score,0.8857901001484304,0.9313259459940134,0.04553584584558301,True
Mcc,0.7683400524309331,0.8674672418694911,0.09912718943855803,True
