Metric,Baseline,Improved,Delta,Pass_0.01
AUC,0.8887003489313677,0.9047393320087492,0.016038983077381497,True
AUPR,0.8834573110640612,0.8979243389137039,0.01446702784964271,True
Accuracy,0.8097862261769677,0.8276769486707568,0.01789072249378909,True
Precision,0.8115014712960373,0.8010773280574497,-0.010424143238587646,False
Recall,0.8072348031123623,0.8726101567563773,0.06537535364401503,True
F1-score,0.809277932255981,0.8350170901107046,0.025739157854723582,True
Mcc,0.6197052580368327,0.6585802283820414,0.038874970345208704,True
