Metric,Baseline,Improved,Delta,Pass_0.01
AUC,0.8887003489313677,0.9190047115256561,0.03030436259428837,True
AUPR,0.8834573110640612,0.9162051409819089,0.03274782991784764,True
Accuracy,0.8097862261769677,0.8511888336910823,0.04140260751411462,True
Precision,0.8115014712960373,0.8426671681833025,0.031165696887265115,True
Recall,0.8072348031123623,0.8640866946102206,0.0568518914978583,True
F1-score,0.809277932255981,0.8530376027462643,0.04375967049028329,True
Mcc,0.6197052580368327,0.7029653043956526,0.0832600463588199,True
