Fold,Best_Epoch,AUC,AUPR,Accuracy,Precision,Recall,F1-score,Mcc
Fold 0,626.0,0.9230068459317576,0.921844887409455,0.8547774158523345,0.8370293965961836,0.8811074918566775,0.8585030415234065,0.7105407129085071
Fold 1,699.0,0.9271812197241114,0.9202511736936024,0.8604777415852335,0.8480083857442348,0.8783930510314875,0.8629333333333333,0.7214187225704376
Fold 2,892.0,0.9247361197857228,0.9234507881202612,0.8588107521042628,0.8660022148394242,0.8490770901194354,0.8574561403508771,0.7177601486779662
Fold 3,956.0,0.9162225658646312,0.913620443459862,0.8490361118653271,0.8517505470459519,0.8452768729641694,0.8485013623978201,0.6980929991062842
Fold 4,970.0,0.9118784284375496,0.9119401916166288,0.8430627206081999,0.8507214206437292,0.8322475570032574,0.8413830954994511,0.6862891889896698
Fold 5,424.0,0.919516608367378,0.9162480293692364,0.849307629649742,0.8305084745762712,0.8778501628664495,0.8535233570863024,0.6997490222326664
Fold 6,985.0,0.9178212992631936,0.9186123940785674,0.849307629649742,0.8479437229437229,0.8511678435632808,0.8495527243155326,0.6986205955073076
Fold 7,814.0,0.9115729248313686,0.9084731156328903,0.8430627206081999,0.828393135725429,0.8652906029331885,0.8464399574920297,0.6868104466471119
Fold 8,614.0,0.9235668902504832,0.9198671185828842,0.8547379853380397,0.834186284544524,0.8853883758826725,0.8590250329380764,0.710820275815917
Fold 9,969.0,0.9145442128003652,0.9077432678557016,0.849307629649742,0.8321280991735537,0.8750678978815861,0.8530579825258141,0.6995509315006581
Mean,794.9,0.919004711525656,0.9162051409819087,0.8511888336910823,0.8426671681833025,0.8640866946102206,0.8530376027462643,0.7029653043956526
Std,184.63,0.005495949335879,0.0055391663726049,0.0059364249845106,0.0120859765204158,0.0183161595022963,0.006628926413837,0.0119359120635804
