Epoch,Time,AUC,AUPR,Accuracy,Precision,Recall,F1,MCC
1,1177.39,0.52151,0.52421,0.49986,0.49986,1.0,0.66655,0.0
2,1181.68,0.52343,0.52212,0.49986,0.49986,1.0,0.66655,0.0
3,1186.15,0.47022,0.4786,0.49986,0.49986,1.0,0.66655,0.0
4,1190.31,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
5,1194.49,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
6,1198.73,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
7,1314.36,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
8,1332.92,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
9,1337.2,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
10,1341.43,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
11,1345.62,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
12,1349.94,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
13,1354.22,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
14,1358.4,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
15,1362.6,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
16,1366.81,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
17,1371.02,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
18,1375.23,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
19,1379.46,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
20,1383.76,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
21,1387.99,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
22,1392.17,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
23,1396.34,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
24,1399.8,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
25,1402.7,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
26,1405.64,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
27,1408.62,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
28,1411.52,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
29,1414.22,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
30,1416.84,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
31,1419.58,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
32,1422.34,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
33,1425.06,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
34,1427.8,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
35,1431.24,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
36,1435.54,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
37,1439.75,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
38,1443.98,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
39,1448.26,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
40,1452.5,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
41,1456.71,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
42,1460.89,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
43,1465.12,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
44,1469.44,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
45,1473.72,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
46,1478.02,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
47,1482.38,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
48,1486.6,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
49,1490.82,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
50,1495.04,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
51,1499.26,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
52,1503.56,0.5,0.74993,0.49986,0.49986,1.0,0.66655,0.0
