Metric,Value,Best_Epoch
Final AUC,0.5546249884256598,1
Final AUPR,0.5309278224046415,1
Final Accuracy,0.5001357588922074,1
Final Precision,0.5001357588922074,1
Final Recall,1.0,1
Final F1,0.6667873303167421,1
Final MCC,0.0,1
