Metric,Value,Best_Epoch
Final AUC,0.5795270709812268,1
Final AUPR,0.5585996546470585,1
Final Accuracy,0.49986424110779254,1
Final Precision,0.49986424110779254,1
Final Recall,1.0,1
Final F1,0.666545981173063,1
Final MCC,0.0,1
