Metric,Value,Best_Epoch
Final AUC,0.6021744425591294,2
Final AUPR,0.5771260723514537,2
Final Accuracy,0.49986424110779254,2
Final Precision,0.49986424110779254,2
Final Recall,1.0,2
Final F1,0.666545981173063,2
Final MCC,0.0,2
