Metric,Value,Best_Epoch
Final AUC,0.5234328048356857,2
Final AUPR,0.5221193357862925,2
Final Accuracy,0.49986424110779254,2
Final Precision,0.49986424110779254,2
Final Recall,1.0,2
Final F1,0.666545981173063,2
Final MCC,0.0,2
