Fold,Best_Epoch,AUC,AUPR,Accuracy,Precision,Recall,F1-score,Mcc
Fold 0,5,0.5072593445582148,0.5448547430027573,0.5009861932938856,0.5009861932938856,1.0,0.6675427069645203,0.0
Fold 1,13,0.5,0.7504930966469427,0.5009861932938856,0.5009861932938856,1.0,0.6675427069645203,0.0
Fold 2,13,0.5,0.7495069033530573,0.4990138067061144,0.4990138067061144,1.0,0.6657894736842105,0.0
Fold 3,17,0.5,0.7495069033530573,0.4990138067061144,0.4990138067061144,1.0,0.6657894736842105,0.0
Fold 4,14,0.5,0.75,0.5,0.5,1.0,0.6666666666666666,0.0
Fold 5,14,0.5,0.75,0.5,0.5,1.0,0.6666666666666666,0.0
Fold 6,16,0.5,0.75,0.5,0.5,1.0,0.6666666666666666,0.0
Fold 7,15,0.5,0.75,0.5,0.5,1.0,0.6666666666666666,0.0
Fold 8,15,0.5,0.75,0.5,0.5,1.0,0.6666666666666666,0.0
Fold 9,1,0.5209970472902248,0.529354254896434,0.5,0.5,1.0,0.6666666666666666,0.0
Mean,,0.5028256391848439,0.7073715901252249,0.5,0.5,1.0,0.6666664361297462,0.0
Std,,0.0064321979936376485,0.08520448195321888,0.0006237234043724646,0.0006237234043724646,0.0,0.0005544211154343888,0.0
