Metric,Value,Best_Epoch
Final AUC,0.43459513505913233,1
Final AUPR,0.47775693126870183,1
Final Accuracy,0.5,1
Final Precision,0.5,1
Final Recall,1.0,1
Final F1,0.6666666666666666,1
Final MCC,0.0,1
