Metric,Value,Best_Epoch
Final AUC,0.6776006453883187,1
Final AUPR,0.6867118868192558,1
Final Accuracy,0.5,1
Final Precision,0.5,1
Final Recall,1.0,1
Final F1,0.6666666666666666,1
Final MCC,0.0,1
