Metric,Value,Best_Epoch
Final AUC,0.4605209921882294,1
Final AUPR,0.44288795953858784,1
Final Accuracy,0.4990138067061144,1
Final Precision,0.4990138067061144,1
Final Recall,1.0,1
Final F1,0.6657894736842105,1
Final MCC,0.0,1
