Fold,Best_Epoch,AUC,AUPR,Accuracy,Precision,Recall,F1-score,Mcc
Fold 0,1,0.6776006453883187,0.6867118868192558,0.5,0.5,1.0,0.6666666666666666,0.0
Fold 1,1,0.6687421541394948,0.6607729282347197,0.5,0.5,1.0,0.6666666666666666,0.0
Mean,,0.6731713997639067,0.6737424075269878,0.5,0.5,1.0,0.6666666666666666,0.0
Std,,0.004429245624411937,0.012969479292268049,0.0,0.0,0.0,0.0,0.0
