Metric,Value,Best_Epoch
Final AUC,0.6317549094658564,1
Final AUPR,0.5843656498133307,1
Final Accuracy,0.5,1
Final Precision,0.5,1
Final Recall,1.0,1
Final F1,0.6666666666666666,1
Final MCC,0.0,1
