epoch,time,auc,aupr,accuracy,precision,recall,f1,mcc
1,2.6191689999977825,0.8147534853907377,0.8025377641835613,0.7054263565891473,0.6834862385321101,0.7680412371134021,0.7233009708737864,0.41385766582922884
2,2.93856180000148,0.8008920463650446,0.7902838991606755,0.710594315245478,0.7847222222222222,0.5824742268041238,0.6686390532544378,0.4363708463191984
3,3.240945700003067,0.809759094065488,0.8102264327310711,0.6795865633074936,0.6129032258064516,0.979381443298969,0.753968253968254,0.447893590956767
4,3.5430934999967576,0.7974467175898724,0.7952517495845908,0.6770025839793282,0.7674418604651163,0.5103092783505154,0.6130030959752322,0.376394013494614
5,3.836544400001003,0.8024144009401207,0.8044466582305971,0.710594315245478,0.7277777777777777,0.6752577319587629,0.7005347593582888,0.4223995830008613
6,4.128690300000017,0.8089044388654453,0.8152166140115169,0.7131782945736435,0.6590038314176245,0.8865979381443299,0.756043956043956,0.45397373809615266
7,4.424059700002545,0.8187596816409379,0.8259131452904231,0.7183462532299741,0.6579925650557621,0.9123711340206185,0.7645788336933045,0.4731917596705821
8,4.7183130999983405,0.8279472250413974,0.8317743032379232,0.7131782945736435,0.6860986547085202,0.788659793814433,0.7338129496402878,0.43100229532888434
9,5.013623400001961,0.8347043427167352,0.8345487804253674,0.7235142118863049,0.7514450867052023,0.6701030927835051,0.7084468664850136,0.4498352602378138
10,5.317128599999705,0.8422626996421132,0.8395786557399886,0.7312661498708011,0.78125,0.6443298969072165,0.7062146892655368,0.4700796022062628
11,5.61167359999672,0.8511030393675552,0.8469228059949033,0.7622739018087855,0.75,0.788659793814433,0.7688442211055276,0.525183118367876
12,5.905179900000803,0.8612520698680627,0.8559818662183629,0.7596899224806202,0.6996047430830039,0.9123711340206185,0.7919463087248322,0.5449917792765641
13,6.204544300002453,0.8653650980182682,0.8583608390143607,0.7777777777777778,0.7410714285714286,0.8556701030927835,0.7942583732057417,0.562177671176698
14,6.50468379999802,0.8664334170183217,0.8581970802383876,0.7622739018087855,0.7897727272727273,0.7164948453608248,0.7513513513513513,0.526942674802072
15,6.802446100002271,0.8702526574435127,0.8658754911193856,0.7855297157622739,0.7936507936507936,0.7731958762886598,0.783289817232376,0.5712759340426637
16,7.099038899999869,0.8739917739436995,0.8762250815705614,0.7803617571059431,0.729957805907173,0.8917525773195877,0.802784222737819,0.5748588673381287
17,7.397449099997175,0.8749265530687463,0.8816718484924749,0.772609819121447,0.7103174603174603,0.9226804123711341,0.8026905829596412,0.571168228598249
18,7.693848499999149,0.8761818278938089,0.8846516058406547,0.7700258397932817,0.7419354838709677,0.8298969072164949,0.7834549878345499,0.543764657532354
19,7.997645900002681,0.8785855456439293,0.8868830958076233,0.7674418604651163,0.7954545454545454,0.7216494845360825,0.7567567567567568,0.5373211579385371
20,8.294956199999433,0.8831259013941563,0.8913966219285251,0.7777777777777778,0.7872340425531915,0.7628865979381443,0.774869109947644,0.5558554431511723
21,8.600617500000226,0.8898296031194916,0.8974309016574478,0.8036175710594315,0.7543103448275862,0.9020618556701031,0.8215962441314554,0.6191011589830834
22,8.897517999997945,0.9001121734950056,0.9037866109521714,0.8010335917312662,0.7577092511013216,0.8865979381443299,0.8171021377672208,0.6108458678568374
23,9.19961460000195,0.9040649537952032,0.9032129218188754,0.8062015503875969,0.8216216216216217,0.7835051546391752,0.8021108179419525,0.6131104801682964
