Fold,Best_Epoch,AUC,AUPR,Accuracy,Precision,Recall,F1-score,Mcc
Fold 0,250.0,0.9717830244110892,0.9808525057266835,0.9302325581395349,0.9826589595375722,0.8762886597938144,0.9264305177111716,0.8656132533403549
Fold 1,-1.0,0.9536616633726831,0.9643404002394206,0.9276485788113695,0.9560439560439561,0.8969072164948454,0.9255319148936171,0.8569683737663181
Fold 2,-1.0,0.9658939159232947,0.9734691679630728,0.9328165374677002,0.9468085106382979,0.9175257731958762,0.9319371727748691,0.8660593315853728
Fold 3,-1.0,0.9796485230489824,0.9816959782733958,0.9431524547803618,0.9384615384615385,0.9481865284974094,0.9432989690721649,0.8863545314451186
Fold 4,-1.0,0.9700069440735004,0.9780270185489355,0.937984496124031,0.9567567567567568,0.917098445595855,0.9365079365079365,0.8767046780604828
Fold 5,-1.0,0.9589498424229476,0.963199087008241,0.9302325581395349,0.946236559139785,0.9119170984455959,0.9287598944591029,0.8610148345850449
Fold 6,240.0,0.9768315927944375,0.9746310784301595,0.9404145077720207,0.9473684210526315,0.9326424870466321,0.9399477806788511,0.880935446562157
Fold 7,128.0,0.9550860425783243,0.9658820888256692,0.9145077720207254,0.949438202247191,0.8756476683937824,0.9110512129380054,0.8315307499260636
Fold 8,-1.0,0.9723750973180488,0.9800549450146827,0.9559585492227979,0.9680851063829787,0.9430051813471503,0.9553805774278216,0.9122232732376468
Fold 9,-1.0,0.9666031302853767,0.9742233993709304,0.9352331606217616,0.9666666666666667,0.9015544041450777,0.932975871313673,0.8724477339896581
Mean,61.1,0.9670839776228684,0.9736375669401192,0.9348181173099839,0.9558524676927375,0.9120773462956038,0.9331821847777212,0.8709852206498218
Std,104.9650206285673,0.008840720848822264,0.006947010526950093,0.010892761511956136,0.01323233365209863,0.02513755086373435,0.011864946958813141,0.0210193273504388
